temperature,humidity,milk_yield,weight,heart_rate,activity_level,disease_label
38.77,57.79,20.56,499.24,68.07,69.95,0
37.72,55.57,24.48,494.8,64.21,61.44,0
37.94,59.59,19.31,457.57,74.64,73.56,0
38.85,60.83,18.58,544.65,65.27,70.56,0
40.03,100.0,7.26,414.82,87.88,39.54,1
38.27,64.37,25.69,522.16,71.62,69.69,0
40.7,76.87,3.73,309.38,84.7,57.81,1
39.57,79.87,12.07,444.22,94.63,58.53,1
38.35,63.39,25.66,487.43,70.14,67.6,0
39.56,79.85,10.32,443.2,95.75,33.68,1
37.98,58.34,21.38,476.87,67.7,74.67,0
39.65,80.38,14.31,389.79,70.64,53.69,1
39.13,99.21,11.94,466.22,93.55,47.7,1
38.89,45.79,21.66,453.38,65.77,68.16,0
38.74,80.4,6.09,429.25,87.94,32.29,1
39.56,75.57,6.74,409.44,70.22,44.73,1
39.6,85.32,8.1,439.51,77.3,31.72,1
39.4,54.04,9.53,408.93,100.41,42.63,1
39.5,75.16,11.17,327.24,92.63,48.68,1
38.88,54.6,22.56,499.49,67.06,67.41,0
39.29,76.31,8.87,424.97,85.44,41.22,1
38.11,59.88,18.96,492.88,66.41,76.15,0
38.64,57.0,22.24,439.78,70.85,75.76,0
38.11,58.16,19.91,509.24,64.01,58.48,0
39.06,62.22,24.27,436.56,59.1,89.67,0
39.32,77.68,10.43,361.16,77.71,36.56,1
38.59,69.63,22.4,510.26,74.73,69.13,0
39.13,51.98,18.96,442.58,69.99,84.31,0
38.23,64.33,27.61,530.11,71.95,68.82,0
40.72,89.21,11.65,403.48,78.02,60.11,1
40.42,78.16,1.74,416.49,92.52,22.83,1
38.17,52.2,25.77,489.27,63.11,86.4,0
38.89,64.6,26.78,518.31,70.21,79.13,0
40.0,67.2,17.48,470.55,89.56,55.4,1
40.73,64.75,12.81,490.51,87.43,40.94,1
38.18,53.95,20.16,446.52,66.13,77.8,0
40.7,64.5,4.06,409.26,87.26,47.12,1
40.27,91.39,2.7,363.69,82.92,45.13,1
38.32,57.53,21.63,573.96,74.76,86.45,0
40.22,82.46,13.9,373.6,91.1,40.09,1
38.55,55.79,18.77,496.59,60.28,61.55,0
38.74,62.99,19.85,446.97,68.74,81.84,0
38.64,45.58,16.36,493.16,74.27,67.93,0
38.52,53.61,18.99,498.91,71.85,79.03,0
38.93,79.31,13.13,390.69,71.75,49.45,1
38.71,72.01,15.38,401.26,70.44,76.03,0
38.64,77.65,6.3,424.64,79.03,35.35,1
38.76,63.66,19.1,481.05,71.22,71.18,0
39.9,83.11,10.84,375.06,89.91,35.68,1
38.31,48.78,24.43,426.02,75.14,84.12,0
39.19,56.24,20.35,482.23,55.82,72.53,0
39.85,80.05,9.52,420.66,90.22,46.52,1
38.81,63.49,27.09,539.28,74.22,87.29,0
38.11,61.56,18.69,498.41,65.67,66.21,0
38.91,80.81,25.09,435.71,66.64,77.41,0
40.04,68.54,8.8,358.12,75.53,48.11,1
38.43,65.36,27.03,447.79,66.0,69.24,0
39.8,91.83,13.49,407.69,86.03,37.69,1
39.51,60.0,19.41,432.22,63.24,76.5,0
39.4,86.96,3.88,478.55,82.22,50.41,1
40.15,98.37,8.08,393.6,55.53,37.83,1
39.04,54.8,25.46,527.14,67.54,74.69,0
38.59,63.75,21.11,516.54,68.62,75.61,0
39.41,96.95,12.14,325.38,69.86,20.07,1
37.2,58.33,23.79,479.72,66.32,73.74,0
40.91,75.12,14.71,331.04,101.45,51.73,1
39.73,66.2,11.57,430.7,86.46,48.29,1
38.89,94.16,13.1,375.05,80.4,44.45,1
38.6,50.64,17.24,456.56,69.2,90.14,0
37.89,56.87,15.74,418.5,62.0,76.03,0
38.37,58.97,23.83,406.32,64.99,66.21,0
39.76,89.84,3.87,378.52,92.64,9.72,1
40.57,61.13,4.36,466.9,90.4,36.02,1
38.53,38.37,25.62,477.58,71.07,74.87,0
39.24,82.31,10.63,470.33,88.82,29.89,1
39.13,65.72,18.72,477.88,68.68,74.46,0
39.17,62.27,20.84,525.58,64.97,78.22,0
39.69,83.82,6.37,438.11,83.71,24.99,1
38.61,55.61,25.94,441.01,68.0,73.03,0
38.01,39.57,17.87,392.92,64.3,75.51,0
39.34,64.28,13.98,381.38,84.17,46.16,1
39.99,82.13,10.7,443.23,77.99,32.67,1
38.5,54.83,23.05,480.72,68.75,72.07,0
38.47,49.92,20.22,476.82,67.02,67.02,0
40.0,82.46,16.36,437.62,74.42,36.34,1
38.44,62.08,20.81,444.49,66.98,77.39,0
39.56,80.63,7.36,355.89,72.92,42.85,1
38.59,55.14,24.04,492.74,70.09,79.79,0
40.65,72.41,12.24,471.86,92.13,43.02,1
38.69,70.41,18.04,492.65,66.89,78.33,0
37.92,53.1,26.4,436.55,73.83,53.79,0
39.79,46.61,13.53,364.78,75.46,50.32,1
37.79,47.35,25.25,445.73,66.97,68.7,0
38.57,69.53,21.07,486.72,64.36,80.47,0
37.96,70.1,20.89,481.9,70.03,68.87,0
39.48,88.31,3.91,422.7,75.16,51.66,1
38.67,57.14,25.57,440.62,64.58,85.48,0
38.56,52.23,22.63,488.48,83.56,71.19,0
40.22,85.41,9.47,395.64,82.49,44.42,1
38.92,41.63,24.63,502.14,68.24,73.49,0
38.35,56.5,21.21,472.15,75.39,75.45,0
38.84,61.48,21.6,403.68,76.52,78.49,0
39.97,89.9,10.46,439.37,94.22,54.85,1
37.86,58.54,22.55,445.46,66.35,77.64,0
39.06,59.44,23.1,414.48,70.94,68.91,0
40.69,92.98,9.88,439.54,77.5,32.93,1
38.93,69.49,20.09,431.31,59.02,93.34,0
39.09,76.11,11.6,443.89,94.5,33.07,1
38.59,82.08,22.57,507.83,71.54,65.59,0
38.31,55.77,20.89,523.63,57.63,79.3,0
40.18,68.35,9.97,364.99,84.72,40.22,1
39.37,78.08,10.67,356.63,88.16,36.86,1
39.12,72.12,15.29,376.02,75.09,25.09,1
39.77,69.62,11.49,415.16,88.37,47.47,1
39.01,66.76,12.34,435.55,93.89,41.0,1
37.97,49.07,29.53,463.72,72.05,80.28,0
39.89,56.38,15.97,430.73,71.63,32.91,1
39.6,73.67,8.25,344.04,98.0,5.0,1
38.2,63.43,20.54,489.72,73.2,78.52,0
38.96,77.06,8.42,442.61,88.5,44.97,1
39.07,49.23,23.1,530.71,63.62,75.18,0
39.9,65.47,16.44,385.31,80.45,28.39,1
38.53,64.06,26.37,432.64,69.99,85.96,0
39.17,44.95,22.47,515.68,64.83,89.37,0
38.44,56.56,22.53,451.24,67.71,69.95,0
38.52,71.12,23.65,491.24,72.14,78.84,0
38.87,64.49,21.61,440.61,57.03,65.96,0
39.8,83.67,4.61,461.19,89.89,43.12,1
38.64,73.29,20.98,513.57,61.83,84.37,0
39.2,70.13,15.32,440.59,82.18,42.5,1
39.14,79.58,12.15,406.3,78.11,39.41,1
40.09,81.27,15.18,434.13,84.67,49.13,1
40.43,84.23,11.37,394.66,82.97,32.29,1
40.51,81.43,14.59,410.78,78.28,58.36,1
39.54,85.12,11.1,387.49,79.62,21.15,1
39.41,86.46,12.12,406.42,85.85,51.11,1
40.78,52.91,8.44,420.45,84.44,52.88,1
38.49,71.3,17.45,510.64,63.79,73.97,0
40.39,57.9,1.23,373.67,83.07,55.8,1
38.98,64.01,24.04,448.36,74.14,69.78,0
40.2,80.32,3.85,425.55,84.82,19.94,1
39.75,78.79,10.83,447.31,79.68,7.25,1
39.41,94.64,11.04,412.96,95.07,59.65,1
39.29,77.21,12.61,462.55,87.85,36.03,1
40.67,85.41,6.02,491.96,87.69,27.84,1
39.89,98.77,16.35,436.89,93.84,30.36,1
38.28,46.01,20.41,468.33,64.26,53.34,0
39.31,66.32,4.32,426.59,75.15,40.23,1
40.19,75.12,10.53,337.11,111.32,40.06,1
40.07,90.15,11.32,436.04,89.93,45.61,1
40.34,100.0,11.68,483.25,75.73,47.24,1
38.38,65.05,24.66,501.93,65.05,70.77,0
38.41,67.76,23.28,499.72,69.6,83.85,0
39.53,88.56,9.88,517.45,88.11,19.85,1
39.59,89.36,3.27,497.07,93.05,25.29,1
39.18,61.14,16.39,461.42,67.29,72.68,0
39.61,77.98,9.61,370.06,80.13,22.84,1
40.98,72.71,13.92,464.45,71.62,36.3,1
38.84,57.44,26.35,512.36,71.49,90.3,0
38.45,71.29,23.35,496.79,67.9,86.64,0
38.44,67.63,23.36,455.57,68.54,71.85,0
40.41,77.62,12.94,490.11,81.08,37.04,1
39.42,39.63,13.06,462.02,96.89,38.09,1
38.67,67.22,11.22,326.75,96.35,36.22,1
38.65,65.07,8.0,434.17,81.6,54.85,1
39.64,84.19,12.22,413.98,72.76,35.17,1
40.23,72.62,9.4,438.91,75.11,36.34,1
39.49,97.74,4.95,400.05,98.78,34.29,1
39.83,90.64,15.92,432.77,79.78,18.45,1
38.57,76.75,13.98,444.65,73.92,28.6,1
40.2,66.95,6.93,500.18,81.72,32.46,1
40.59,87.26,8.87,399.4,95.1,48.81,1
40.16,74.23,6.72,360.86,94.0,40.89,1
38.91,93.92,8.93,505.84,88.71,47.59,1
39.8,64.88,5.57,425.6,90.92,5.0,1
39.41,80.47,8.47,455.96,83.13,12.6,1
38.92,68.56,16.36,425.7,59.29,86.19,0
38.39,51.78,15.85,418.28,66.89,89.39,0
39.33,67.06,27.97,537.68,69.09,81.98,0
39.58,71.84,9.58,457.8,77.57,41.25,1
38.3,58.9,24.8,501.06,59.84,74.13,0
38.05,72.92,22.42,419.52,70.25,77.14,0
38.81,59.7,19.46,492.28,56.75,66.94,0
39.27,67.1,20.4,478.45,63.49,77.83,0
40.32,89.64,11.11,414.89,76.81,43.37,1
39.9,73.05,10.39,451.46,101.92,35.69,1
37.87,59.61,18.33,440.86,69.96,67.55,0
38.19,52.52,22.28,492.31,68.99,83.96,0
38.35,61.59,18.49,447.91,64.84,80.5,0
38.83,59.16,24.99,504.76,62.73,77.24,0
37.86,59.33,25.78,474.0,72.32,80.98,0
39.38,100.0,8.15,436.15,71.61,26.75,1
38.26,69.01,21.67,442.38,65.54,70.95,0
39.62,83.61,11.66,464.75,68.28,41.83,1
39.82,78.06,9.95,374.15,97.15,36.78,1
38.2,50.57,13.76,532.45,76.09,80.63,0
41.19,99.48,12.99,391.98,87.24,60.74,1
37.91,59.21,24.44,467.4,67.95,80.91,0
38.71,57.13,20.18,461.85,68.17,91.39,0
38.37,47.18,18.83,406.55,63.36,86.77,0
39.71,69.19,11.89,393.37,82.32,43.8,1
38.25,62.15,21.7,557.93,74.12,62.46,0
39.22,59.17,25.52,526.51,60.61,77.05,0
40.4,84.76,0.05,442.31,85.44,32.92,1
40.58,73.68,9.48,407.35,77.0,47.03,1
39.6,67.96,15.5,444.5,69.23,32.89,1
38.7,62.4,14.54,441.7,59.27,100.0,0
39.78,68.72,7.87,379.46,81.93,45.62,1
38.59,56.74,18.14,399.31,61.86,56.71,0
38.71,48.63,20.19,481.39,73.24,71.8,0
37.97,63.49,20.76,400.98,70.78,62.28,0
38.07,62.81,17.39,513.59,73.62,73.4,0
38.43,67.72,21.35,492.93,80.49,78.27,0
39.04,76.46,16.64,467.19,66.32,64.72,0
38.49,58.42,20.83,458.97,73.44,92.08,0
39.53,70.3,9.0,390.92,73.67,28.29,1
39.53,76.17,12.88,436.83,79.58,53.65,1
38.75,45.07,23.33,523.84,68.8,65.74,0
39.24,97.36,9.13,468.48,79.05,58.91,1
38.4,55.61,20.24,456.4,63.75,68.17,0
40.44,80.02,9.82,357.36,88.3,64.37,1
38.61,72.9,18.14,511.91,64.18,65.19,0
39.18,87.28,9.88,432.74,77.52,19.15,1
38.76,51.11,18.54,437.19,68.15,83.93,0
39.15,74.14,5.61,378.93,97.37,51.92,1
38.43,52.64,24.22,521.45,64.94,84.58,0
38.7,55.26,18.65,518.92,68.18,74.59,0
38.5,62.14,24.37,517.33,71.35,76.86,0
38.33,44.85,19.14,474.99,70.09,68.09,0
39.99,70.58,11.92,381.54,95.26,57.69,1
39.17,79.69,15.66,388.26,80.17,70.28,1
38.07,60.98,21.76,371.82,73.8,74.34,0
37.94,65.08,20.29,534.04,72.29,78.51,0
38.69,56.1,21.76,414.75,69.04,67.51,0
38.49,67.1,25.27,467.39,56.88,72.84,0
38.47,65.75,24.5,457.96,67.74,66.4,0
38.75,63.26,23.55,448.94,68.08,73.69,0
38.64,51.62,16.37,424.46,65.88,70.58,0
38.13,61.19,20.75,511.73,65.7,68.58,0
38.66,72.09,18.23,505.06,65.65,78.19,0
38.8,56.97,27.25,460.12,63.97,82.63,0
38.31,59.47,22.62,366.5,68.88,68.17,0
38.21,62.46,22.89,471.9,61.82,77.33,0
39.52,69.49,8.71,455.81,65.77,23.27,1
39.0,73.64,12.55,432.26,88.25,17.61,1
39.38,54.12,21.81,502.72,67.38,82.25,0
38.61,47.79,24.27,485.72,68.42,86.59,0
38.97,56.59,23.18,459.29,65.43,78.93,0
40.07,60.2,10.52,401.99,78.23,45.15,1
38.7,36.63,20.33,461.15,67.79,74.97,0
38.69,58.72,22.22,531.36,68.51,86.76,0
39.91,96.08,12.73,342.65,85.26,25.33,1
37.94,47.82,15.43,506.88,68.17,79.38,0
38.91,66.27,26.59,448.15,64.31,76.1,0
39.5,88.27,10.62,384.98,74.23,39.31,1
38.48,53.07,20.99,567.85,76.84,67.51,0
38.24,65.47,23.04,470.56,64.42,67.99,0
39.52,85.23,11.19,422.86,91.56,60.62,1
37.83,64.1,19.84,455.69,69.12,72.21,0
38.95,85.96,9.62,446.6,67.11,47.48,1
38.83,61.35,24.61,527.71,67.62,76.44,0
40.22,90.75,10.46,472.27,83.86,39.73,1
37.81,57.64,25.05,507.71,69.54,78.83,0
38.57,52.29,28.37,491.16,63.01,77.52,0
38.36,65.44,22.53,508.74,65.17,76.89,0
38.53,66.97,24.3,475.46,60.52,82.66,0
38.18,53.52,23.44,438.01,68.08,75.58,0
38.47,72.49,21.39,444.59,68.35,84.34,0
38.46,65.16,19.92,527.82,71.73,88.34,0
38.19,60.46,19.8,464.69,57.48,75.1,0
38.58,66.03,24.14,512.8,66.73,71.37,0
37.88,65.43,24.93,507.71,59.91,81.41,0
38.49,58.88,22.24,424.22,69.8,72.59,0
38.37,55.74,23.03,426.69,71.64,71.44,0
39.63,82.1,7.64,448.8,103.31,46.95,1
38.48,56.22,26.97,466.54,60.49,81.88,0
40.24,73.65,12.44,342.04,77.45,43.6,1
38.22,76.05,26.29,520.07,66.27,80.43,0
38.94,67.45,11.45,414.28,74.13,31.65,1
38.24,56.51,24.52,525.84,63.93,74.72,0
39.38,79.54,8.67,486.81,73.26,49.31,1
39.81,64.71,11.3,421.54,78.07,47.76,1
39.42,87.44,8.38,370.75,76.5,39.72,1
38.18,57.64,20.46,488.25,62.33,66.97,0
40.0,72.86,6.11,398.84,65.87,39.13,1
37.91,58.45,27.35,504.36,55.23,76.43,0
40.5,66.79,9.35,415.79,87.21,38.55,1
38.55,63.56,23.88,519.84,69.45,78.95,0
38.39,54.7,17.84,486.32,67.47,72.62,0
38.72,64.29,23.86,415.99,65.73,66.22,0
38.81,64.63,22.26,479.56,62.85,81.97,0
38.94,80.31,8.17,340.8,85.75,31.37,1
38.19,75.67,20.77,463.93,67.45,89.27,0
38.26,71.0,30.08,478.75,65.45,68.49,0
38.22,69.38,26.95,441.04,68.83,57.24,0
40.84,92.54,8.64,462.06,79.42,46.64,1
40.68,58.3,3.04,396.61,93.59,38.69,1
40.52,76.02,12.81,445.45,87.41,33.38,1
38.63,66.79,18.85,480.77,70.02,85.48,0
38.34,53.25,21.22,511.75,60.51,80.66,0
40.04,68.22,10.6,470.43,78.2,42.98,1
38.27,54.82,21.77,549.05,69.34,62.0,0
38.67,70.57,25.19,530.46,59.63,78.2,0
39.86,84.42,4.81,388.41,96.22,15.68,1
39.47,87.06,5.16,407.79,91.17,37.03,1
39.31,63.42,9.74,402.33,94.17,53.0,1
38.94,75.97,20.49,503.09,63.53,80.07,0
38.12,53.95,21.45,500.54,61.63,87.66,0
38.83,53.57,22.68,496.86,58.44,63.59,0
37.87,56.89,19.74,505.84,58.21,81.58,0
38.52,58.94,20.65,471.99,64.21,65.21,0
40.09,67.44,5.49,412.97,87.35,29.73,1
40.95,69.36,5.74,370.07,79.7,24.66,1
40.76,74.25,8.5,385.16,93.94,43.15,1
40.57,84.04,16.4,457.02,82.21,23.43,1
38.89,79.94,19.93,513.58,61.9,75.75,0
39.47,77.78,9.09,434.64,83.48,41.17,1
38.56,51.43,19.16,523.07,64.27,65.99,0
38.98,58.03,25.67,462.69,67.05,74.83,0
39.5,76.86,15.97,340.18,101.29,55.04,1
38.21,68.99,17.6,385.13,64.66,81.98,0
38.45,69.39,21.35,451.61,59.54,67.49,0
37.73,67.16,19.25,495.83,63.98,83.75,0
38.51,59.03,15.7,476.33,70.6,80.73,0
38.8,75.21,16.28,489.75,62.06,64.68,0
39.25,57.06,18.11,458.07,69.07,63.62,0
39.16,89.63,11.22,447.67,85.87,34.36,1
38.83,59.78,19.01,440.99,63.3,84.09,0
38.48,54.44,22.04,425.72,71.93,69.91,0
39.09,50.5,25.14,425.09,67.21,77.0,0
37.42,70.13,25.48,486.57,61.25,79.42,0
40.19,89.43,6.11,398.47,82.75,49.22,1
39.32,71.59,16.13,467.78,83.17,54.22,1
39.16,69.7,16.48,458.61,70.65,71.92,0
38.91,78.57,12.28,450.97,62.09,47.15,1
38.13,52.21,15.92,390.78,72.32,68.99,0
39.85,87.26,6.61,402.78,96.58,49.71,1
39.29,81.96,6.24,484.51,82.41,46.77,1
39.51,66.2,16.66,440.06,83.01,52.45,1
38.85,60.6,20.41,469.25,68.31,73.45,0
40.39,83.41,10.29,351.38,80.91,9.37,1
38.4,53.52,21.83,461.69,68.67,70.87,0
38.68,57.46,15.61,494.41,66.34,89.45,0
37.89,53.97,21.81,532.13,79.96,85.23,0
40.06,63.79,5.21,488.23,80.33,22.94,1
37.74,76.72,18.93,471.14,61.49,75.2,0
38.43,57.64,23.74,448.3,76.0,68.41,0
39.69,88.33,8.0,462.6,64.16,34.79,1
39.62,74.94,13.75,395.42,67.95,49.0,1
38.61,68.86,20.39,525.84,66.64,87.41,0
38.37,69.55,20.92,538.84,71.36,68.76,0
39.16,72.92,21.91,462.16,65.95,60.36,0
40.2,79.23,9.32,366.32,100.8,46.66,1
38.17,56.19,19.36,433.72,73.05,76.21,0
38.2,59.77,19.86,416.71,70.34,79.15,0
39.35,61.93,23.53,531.84,69.71,96.1,0
38.41,62.48,25.51,494.06,67.08,78.19,0
38.76,84.04,18.96,397.65,73.28,31.31,1
38.02,69.12,22.58,470.52,78.11,75.99,0
38.1,60.26,22.21,590.21,75.95,75.34,0
38.58,59.03,23.05,518.0,68.21,82.28,0
38.95,55.07,21.5,467.98,62.79,60.97,0
40.14,91.45,10.26,438.31,83.05,53.34,1
38.56,65.54,20.94,396.72,58.22,85.14,0
38.38,61.71,19.97,513.88,69.1,73.99,0
39.77,68.13,15.39,472.59,73.09,55.32,1
40.08,85.69,13.64,433.05,69.82,58.4,1
38.3,56.34,23.67,384.39,65.96,73.68,0
39.22,69.07,20.75,488.93,63.01,69.97,0
41.22,80.81,10.09,477.13,80.65,46.09,1
40.34,85.57,0.0,427.91,95.81,46.08,1
37.88,72.25,23.42,514.32,73.48,77.42,0
40.13,68.15,11.57,357.82,76.55,6.4,1
38.18,69.89,19.38,531.35,68.23,80.33,0
38.04,73.4,26.89,467.86,68.41,74.64,0
40.63,84.44,14.67,417.68,90.0,41.42,1
38.63,64.06,21.86,490.59,76.05,62.62,0
39.46,86.07,9.43,366.04,83.2,35.5,1
38.5,61.13,25.69,506.86,70.18,85.55,0
39.24,77.16,15.68,392.5,101.17,41.96,1
38.75,52.01,19.48,487.57,73.46,68.2,0
38.14,64.24,30.96,548.13,69.53,76.18,0
40.66,77.76,6.65,447.84,79.51,37.48,1
38.43,72.94,24.09,505.49,71.6,81.38,0
40.78,60.55,4.22,407.42,85.35,57.21,1
38.47,64.18,27.81,472.07,73.03,61.27,0
38.63,57.65,26.49,432.44,63.17,74.41,0
39.87,78.42,5.51,409.61,77.94,18.74,1
38.58,66.81,21.29,527.54,67.73,68.39,0
38.99,80.69,14.61,512.43,73.21,35.42,1
38.62,51.27,21.41,488.42,71.36,75.18,0
